Institution,Alt Course,RPI Course
HOLYOKE COMMUNITY COLLEGE,EGR 109 INTRODUCTION TO ELECTRONIC DIGITAL CIRCUITS WITH VERILOG (4),"ECSE 2000 ""ELECTRICAL, COMPPUTER, AND SYSTEMS ENGINEERING ELECTIVE"" ()"
HOLYOKE COMMUNITY COLLEGE,EGR 110 INTRODUCTION TO ROBOTICS I (4),ENGR 1000 ENGINEERING ELECTIVE ()
HOLYOKE COMMUNITY COLLEGE,EGR 117 INTRODUCTION TO ENGINEERING WITH COMPUTER APPLICATIONS (3),ENGR 1200 ENGINEERING GRAPHICS AND CAD (1)
HOLYOKE COMMUNITY COLLEGE,EGR 221 MECHANICS I - STATICS (3),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
HOLYOKE COMMUNITY COLLEGE,"EGR 223 SYSTEM ANALYSIS (CIRCUIT ANALYSIS I) (4)
EGR 224 SYSTEM ANALYSIS (CIRCUIT ANALYSIS II) (4)",ECSE 2410 SIGNALS AND SYSTEMS (3)
HOLYOKE COMMUNITY COLLEGE,ENG 101 COMPOSITION I (3),WRIT 1000 WRITING ELECTIVE ()
HOLYOKE COMMUNITY COLLEGE,ENG 102 COMPOSITION II (3),WRIT 1000 WRITING ELECTIVE ()
HOLYOKE COMMUNITY COLLEGE,HIS 130 U.S. WOMEN'S HISTORY (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
HOLYOKE COMMUNITY COLLEGE,HON 201 HONORS PROJECT (1),NT NOT TRANSFERABLE
HOLYOKE COMMUNITY COLLEGE,MGT 230 PRINCIPLES OF MANAGEMENT (3),MGMT 2000 MANAGEMENT ELECTIVE ()
HOLYOKE COMMUNITY COLLEGE,MTH 011 DEVELOPMENTAL MATH I (2),NT NOT TRANSFERABLE
HOLYOKE COMMUNITY COLLEGE,MTH 012 DEVELOPMENTAL MATH II (2),NT NOT TRANSFERABLE
HOLYOKE COMMUNITY COLLEGE,MTH 013 DEVELOPMENTAL MATH III (3),NT NOT TRANSFERABLE
HOLYOKE COMMUNITY COLLEGE,MTH 014 DEVELOPMENTAL MATH IV (3),NT NOT TRANSFERABLE
HOLYOKE COMMUNITY COLLEGE,MTH 104 COLLEGE ALGEBRA (4),NT NOT TRANSFERABLE
HOLYOKE COMMUNITY COLLEGE,MTH 108 PRECALCULUS (4),NT NOT TRANSFERABLE
HOLYOKE COMMUNITY COLLEGE,MTH 113 CALCULUS I (4),MATH 1010 CALCULUS I (4)
HOLYOKE COMMUNITY COLLEGE,MTH 114 CALCULUS II (4),NT NOT TRANSFERABLE
HOLYOKE COMMUNITY COLLEGE,MTH 142 STATISTICS (3),MGMT 2100 STATISTICAL METHODS (4)
HOLYOKE COMMUNITY COLLEGE,MTH 190 INTRODUCTION TO DATA SCIENCE (3),NT NOT TRANSFERABLE
HOLYOKE COMMUNITY COLLEGE,MTH 230 DISCRETE MATHEMATICS (4),CSCI 2200 FOUNDATIONS OF COMPUTER SCIENCE (4)
HOLYOKE COMMUNITY COLLEGE,MUS 106 INTRODUCTION TO WORLD MUSIC (3),ARTS 1000 ARTS ELECTIVE ()
HOLYOKE COMMUNITY COLLEGE,PHS 111 PHYSICS FOR ENGINEERS AND SCIENCE MAJORS I (4),PHYS 1100 PHYSICS I (4)
HOLYOKE COMMUNITY COLLEGE,PHS 112 PHYSICS FOR ENGINEERS AND SCIENCE MAJORS II (4),PHYS 1200 PHYSICS II (4)
HOLYOKE COMMUNITY COLLEGE,PSY 110 INTRODUCTION TO PSYCHOLOGY (3),PSYC 1200 INTRODUCTION TO PSYCHOLOGICAL SCIENCE (4)
HOLYOKE COMMUNITY COLLEGE,SOC 110 INTRODUCTION TO SOCIOLOGY (3),STSO 2520 SOCIOLOGY (4)
HOLYOKE COMMUNITY COLLEGE,SPA 101 ELEMENTARY SPANISH I (3),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
HOLYOKE COMMUNITY COLLEGE,SPA 101 ELEMENTARY SPANISH I (3),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
HOLYOKE COMMUNITY COLLEGE,SSN 120 CONFLICT RESOLUTION AND MEDIATION (3),NT NOT TRANSFERABLE
HOUSTON COMMUNITY COLLEGE SYSTEM,"BIOL 1106 BIOLOGY FOR SCIENCE MAJORS I (1)
BIOL 1306 BIOLOGY FOR SCIENCE MAJORS I (3)
BIOL 1407 BIOLOGY FOR SCIENCE MAJORS II (4)","BIOL 1000 BIOLOGY ELECTIVE ()
BIOL 1010 INTRODUCTION TO BIOLOGY (3)
BIOL 1015 INTRODUCTION TO BIOLOGY LABORATORY (1)"
HOUSTON COMMUNITY COLLEGE SYSTEM,COSC 1436 PROGRAMMING FUNDAMENTALS I (4),CSCI 1100 COMPUTER SCIENCE I (4)
HOUSTON COMMUNITY COLLEGE SYSTEM,PHIL 2306 INTRODUCTION TO ETHICS (3),PHIL 2000 PHILOSOPHY ELECTIVE ()
HOUSTON COMMUNITY COLLEGE SYSTEM,PHIL 2316 CLASSICAL PHILOSOPHY (3),PHIL 2000 PHILOSOPHY ELECTIVE ()
HOUSTON COMMUNITY COLLEGE SYSTEM,"PHYS 2126 UNIVERSITY PHYSICS I (1)
PHYS 2326 UNIVERSITY PHYSICS II (3)",PHYS 1200 PHYSICS II (4)
HOWARD COMMUNITY COLLEGE,ARTS 103 DRAWING I: OBSERVATION AND INVENTION (3),ARTS 1200 BASIC DRAWING (4)
HOWARD COMMUNITY COLLEGE,CHEM 101 GENERAL INORGANIC CHEMISTRY I (4),CHEM 1100 CHEMISTRY I (4)
HOWARD COMMUNITY COLLEGE,PHYS 111 GENERAL PHYSICS II (CALCULUS) (4),PHYS 1200 PHYSICS II (4)
HUDSON COUNTY COMMUNITY COLLEGE,BUS 230 BUSINESS LAW (3),MGMT 2000 MANAGEMENT ELECTIVE ()
HUDSON COUNTY COMMUNITY COLLEGE,CHP 111 COLLEGE CHEMISTRY I (4),CHEM 1100 PRINCIPLES OF CHEMISTRY I (4)
HUDSON COUNTY COMMUNITY COLLEGE,PHL 218 CONTEMPORARY MORAL ISSUES (3),PHIL 2000 PHILOSOPHY ELECTIVE ()
HUDSON COUNTY COMMUNITY COLLEGE,PHY 211 ENGINEERING PHYSICS II (4),PHYS 1200 PHYSICS II (4)
HUDSON COUNTY COMMUNITY COLLEGE,PSY 101 INTRODUCTION TO PSYCHOLOGY (3),PSYC 1200 INTRODUCTION TO PSYCHOLOGICAL SCIENCE (4)
HUDSON VALLEY COMMUNITY COLLEGE,ACTG 110 FINANCIAL ACCOUNTING (4),MGMT 2300 FINANCIAL ACCOUNTING IN THE DIGITAL AGE (4)
HUDSON VALLEY COMMUNITY COLLEGE,ACTG 111 MANAGERIAL ACCOUNTING (4),MGMT 1000 MANAGEMENT ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ANTH 100 ANTHROPOLOGY (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ARTS 100 SURVEY OF ART HISTORY I (3),ARTS 1050 ART HISTORY (4)
HUDSON VALLEY COMMUNITY COLLEGE,ARTS 101 SURVEY OF ART HISTORY II (3),ARTS 1050 ART HISTORY (4)
HUDSON VALLEY COMMUNITY COLLEGE,ARTS 102 MODERN ART HISTORY (3),ARTS 1050 ART HISTORY (4)
HUDSON VALLEY COMMUNITY COLLEGE,ARTS 107 ART APPRECIATION (3),ARTS 1000 ARTS ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ARTS 110 DRAWING I (3),ARTS 1200 BASIC DRAWING (4)
HUDSON VALLEY COMMUNITY COLLEGE,ARTS 133 INTRO TO DIGITAL PHOTOGRAPHY (3),ARTS 1000 ARTS ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ARTS 202 MODERN ART HISTORY (3),ARTS 1050 ART HISTORY (4)
HUDSON VALLEY COMMUNITY COLLEGE,ARTS 272 HISTORY OF AMERICAN CINEMA (3),LITR 2000 LITERATURE ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BADM 110 LEGAL AND ETHICAL ENVIRONMENT OF BUSINESS I (BUSINESS LAW I) (3),MGMT 1000 MANAGEMENT ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BADM 111 LEGAL AND ETHICAL ENVIRONMENT OF BUSINESS II (BUSINESS LAW II) (3),MGMT 1260 BUSINESS LAW AND ETHICS (4)
HUDSON VALLEY COMMUNITY COLLEGE,BADM 200 BUSINESS COMMUNICATIONS (3),MGMT 2000 MANAGEMENT ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BADM 207 ORGANIZATION AND MANAGEMENT (3),MGMT 2000 MANAGEMENT ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BADM 220 STATISTICS (4),MGMT 2100 STATISTICAL METHODS (4)
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 109 BIOLOGY OF THE HUMAN ORGANISM (4),BIOL 1000 BIOLOGY ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 119 GENERAL ZOOLOGY (4),BIOL 1000 BIOLOGY ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 125 NUTRITION (3),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 150 GENERAL BIOLOGY I (4),"BIOL 1010 INTRODUCTION TO BIOLOGY (3)
BIOL 1015 INTRODUCTION TO BIOLOGY LABORATORY (1)"
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 151 GENERAL BIOLOGY II (4),BIOL 1000 BIOLOGY ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 155 THE GREENHOUSE ENVIRONMENT (4),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 190 BIOLOGY I (4),"BIOL 1010 INTRODUCTION TO BIOLOGY (3)
BIOL 1015 INTRODUCTION TO BIOLOGY LABORATORY (1)"
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 191 BIOLOGY II (4),BIOL 1000 BIOLOGY ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 206 FIELD BIOLOGY (4),BIOL 2000 BIOLOGY ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 207 BOTANY (4),BIOL 2000 BIOLOGY ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 210 ECOLOGY (4),BIOL 2000 BIOLOGY ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 215 ENVIRONMENTAL SCIENCE (4),IENV 2100 INTRODUCTION TO ENVIRONMENTAL STUDIES (4)
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 225 INTRODUCTION TO MOLECULAR BIOLOGY (3),BIOL 2000 BIOLOGY ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 245 IMMUNOLOGY (3),BIOL 1000 BIOLOGY ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 252 THE BIOLOGY OF BIRDS (4),BIOL 2000 BIOLOGY ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 265 PRINCIPLES OF MICROBIOLOGY (4),BIOL 2000 BIOLOGY ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 270 ANATOMY AND PHYSIOLOGY I (4),BIOL 2000 BIOLOGY ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,BIOL 281 GENETICS (4),BIOL 2500 GENETICS AND EVOLUTION (4)
HUDSON VALLEY COMMUNITY COLLEGE,BRVT 110 APPROACHES TO DEATH AND DYING (3),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,CADD 100 TOPICS IN 2D AUTOCAD (4),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,CADD 110 ADVANCED TOPICS IN AUTOCAD (4),CIVL 1200 ENGINEERING GRAPHICS FOR CIVIL ENGINEERS (1)
HUDSON VALLEY COMMUNITY COLLEGE,CADD 115 MACHINING PROCESSES (3),ENGR 1300 ENGINEERING PROCESSES (1)
HUDSON VALLEY COMMUNITY COLLEGE,CADD 207 COMPUTER AIDED DRAFTING II (4),ENGR 1200 ENGINEERING GRAPHICS AND CAD (1)
HUDSON VALLEY COMMUNITY COLLEGE,CHEM 110 GENERAL CHEMISTRY I (4),CHEM 1100 CHEMISTRY I (4)
HUDSON VALLEY COMMUNITY COLLEGE,CHEM 111 GENERAL CHEMISTRY II (4),CHEM 1200 CHEMISTRY II (4)
HUDSON VALLEY COMMUNITY COLLEGE,CHEM 120 CHEMISTRY I (4),CHEM 1100 CHEMISTRY I (4)
HUDSON VALLEY COMMUNITY COLLEGE,CHEM 121 CHEMISTRY II (4),CHEM 1200 CHEMISTRY II (4)
HUDSON VALLEY COMMUNITY COLLEGE,CHEM 210 ORGANIC CHEMISTRY I (4),"CHEM 2230 ORGANIC CHEMISTRY LABORATORY I (1)
CHEM 2250 ORGANIC CHEMISTRY I (3)"
HUDSON VALLEY COMMUNITY COLLEGE,CHEM 211 ORGANIC CHEMISTRY II (4),"CHEM 2240 ORGANIC CHEMISTRY LABORATORY II (1)
CHEM 2260 ORGANIC CHEMISTRY II (3)"
HUDSON VALLEY COMMUNITY COLLEGE,CISS 100 INTRODUCTION TO COMPUTING AND INFORMATION SCIENCES (4),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,CISS 109 PYTHON PROGRAMMING (4),CSCI 1100 COMPUTER SCIENCE I (4)
HUDSON VALLEY COMMUNITY COLLEGE,CISS 110 PROGRAMMING AND LOGIC I (4),CSCI 1100 COMPUTER SCIENCE I (4)
HUDSON VALLEY COMMUNITY COLLEGE,CISS 111 PROGRAMMING AND LOGIC II – DATA STRUCTURES (4),CSCI 1000 COMPUTER SCIENCE ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,"CISS 111 PROGRAMMING AND LOGIC II – DATA STRUCTURES (4)
CISS 241 ADVANCED JAVA PROGRAMMING (4)",CSCI 1200 DATA STRUCTURES (4)
HUDSON VALLEY COMMUNITY COLLEGE,"CISS 111 PROGRAMMING AND LOGIC II – DATA STRUCTURES (4)
CISS 290 C++ PROGRAMMING (4)",CSCI 1200 DATA STRUCTURES (4)
HUDSON VALLEY COMMUNITY COLLEGE,CISS 120 NETWORKING I- INTRO TO DATA COMMUNICATION (3),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,CISS 121 NETWORKING II- INTRO TO NETWORK ADMINISTRATION (3),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,CISS 210 INFORMATION SYSTEMS ANALYSIS AND DESIGN (4),CSCI 1000 COMPUTER SCIENCE ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,CISS 218 INTRODUCTION TO MACHINE LEARNING AND ANALYTICS (4),CSCI 1000 COMPUTER SCIENCE ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,CISS 241 ADVANCED JAVA PROGRAMMING (4),CSCI 2000 COMPUTER SCIENCE ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,CISS 280 ASSEMBLY LANGUAGE AND COMPUTER ARCHITECTURE (4),CSCI 2500 COMPUTER ORGANIZATION (4)
HUDSON VALLEY COMMUNITY COLLEGE,"CIVL 100 INTRODUCTION TO HAND DRAWING TECHNIQUES (3)
CIVL 207 ARCHITECTURAL MEDIA (1)",ARCH 2160 ARCHITECTURAL MEDIA (2)
HUDSON VALLEY COMMUNITY COLLEGE,"CIVL 102 ARCHITECTURAL FUNDAMENTALS OF DESIGN I (4)
CIVL 215 ARCHITECTURAL DESIGN IV (5)
CIVL 220 ARCHITECTURAL DESIGN III (5)","ARCH 2800 ARCHITECTURAL DESIGN STUDIO 1 (5)
ARCH 2810 ARCHITECTURAL DESIGN STUDIO 2 (5)"
HUDSON VALLEY COMMUNITY COLLEGE,CIVL 110 ENGINEERING GRAPHICS (3),CIVL 1200 ENGINEERING GRAPHICS FOR CIVIL ENGINEERS (1)
HUDSON VALLEY COMMUNITY COLLEGE,"CIVL 112 STATICS AND STRENGTH OF MATERIALS (4)
CIVL 210 STRUCTURAL STEEL DESIGN (3)","ARCH 2330 STRUCTURES 1 (3)
ARCH 4330 STRUCTURES 2 (3)"
HUDSON VALLEY COMMUNITY COLLEGE,CIVL 112 STATICS AND STRENGTH OF MATERIALS (4),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
HUDSON VALLEY COMMUNITY COLLEGE,CIVL 222 BUILDING CONSTRUCTION (3),CIVL 4270 CONSTRUCTION MANAGEMENT (3)
HUDSON VALLEY COMMUNITY COLLEGE,"CIVL 110 ENGINEERING GRAPHICS (3)
CIVL 114 CONSTRUCTION MATERIALS (2)
CIVL 223 INTRODUCTION TO BUILDING TECHNOLOGY (3)
CNST 130 PRINCIPLES AND PRACTICES OF LIGHT CONSTRUCTION I (3)
CNST 232 SITE DEVELOPMENT (3)","ARCH 1000 ARCHITECTURE ELECTIVE ()
ARCH 2350 CONSTRUCTION SYSTEMS (2)
ARCH 2370 ENERGY, COMFORT, AND ECOLOGY (2)
ARCH 2510 MATERIALS AND DESIGN (2)"
HUDSON VALLEY COMMUNITY COLLEGE,CRJS 210 CONSTITUTIONAL LAW (3),STSO 2000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,DART 110 INTRODUCTION TO GRAPHIC DESIGN (3),COMM 1000 COMMUNICATION ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ECMN 211 PHOTOVOLTAIC SYSTEMS INSTALLATION AND MAINTENANCE (3),ENGR 1000 ENGINEERING ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ECON 100 PRINCIPLES OF MACROECONOMICS (3),ECON 1000 ECONOMICS ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,"ECON 100 PRINCIPLES OF MACROECONOMICS (3)
ECON 101 PRINCIPLES OF MICROECONOMICS (3)","ECON 1000 ECONOMICS ELECTIVE ()
ECON 1200 INTRODUCTORY ECONOMICS (4)"
HUDSON VALLEY COMMUNITY COLLEGE,ECON 101 PRINCIPLES OF MICROECONOMICS (3),ECON 1000 ECONOMICS ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ELET 100 ELECTRICITY I (4),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,ELET 101 ELECTRICITY II (4),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,ELET 105 ELECTRONICS I (4),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,ELET 120 PERSONAL COMPUTER HARDWARE ESSENTIALS (3),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,ELET 206 ELEMENTS OF COMMUNICATIONS ELECTRONICS (4),"ECSE 2000 ""ELECTRICAL, COMPPUTER, AND SYSTEMS ENGINEERING ELECTIVE"" ()"
HUDSON VALLEY COMMUNITY COLLEGE,ELET 210 DIGITAL ELECTRONICS (4),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
HUDSON VALLEY COMMUNITY COLLEGE,ELET 215 OPERATIONAL AMPLIFIERS (4),"ECSE 2000 ""ELECTRICAL, COMPPUTER, AND SYSTEMS ENGINEERING ELECTIVE"" ()"
HUDSON VALLEY COMMUNITY COLLEGE,ELET 225 ELECTROMECHANICAL DEVICES AND SYSTEMS (4),ECSE 1090 INTRODUCTION TO MECHATRONICS HARDWARE AND SOFTWARE (1)
HUDSON VALLEY COMMUNITY COLLEGE,ELET 230 ELECTRONIC DESIGN (1),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,ELET 245 INTRODUCTION TO MICROCONTROLLERS (4),ENGR 2350 EMBEDDED CONTROL (4)
HUDSON VALLEY COMMUNITY COLLEGE,ELET 250 VACUUM AND POWER RF (4),"ECSE 2000 ""ELECTRICAL, COMPPUTER, AND SYSTEMS ENGINEERING ELECTIVE"" ()"
HUDSON VALLEY COMMUNITY COLLEGE,ELET 255 SEMICONDUCTOR MANUFACTURING AND NANOFABRICATION PROCESSES (4),ECSE 4250 INTEGRATED CIRCUIT PROCESSES AND DESIGN (3)
HUDSON VALLEY COMMUNITY COLLEGE,ELET 285 SEMICONDUCTOR METROLOGY AND PROCESS CONTROL (3),"ECSE 2000 ""ELECTRICAL, COMPPUTER, AND SYSTEMS ENGINEERING ELECTIVE"" ()"
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 100 ENHANCED ENGLISH COMPOSITION I (3),WRIT 1000 WRITING ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 101 ENGLISH COMPOSITION I (3),WRIT 1000 WRITING ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,"ENGL 101 ENGLISH COMPOSITION I (3)
ENGL 102 ENGLISH COMPOSITION II (3)","WRIT 1000 WRITING ELECTIVE ()
WRIT 1110 WRITING IN CONTEXT (4)"
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 102 ENGLISH COMPOSITION II (3),WRIT 1000 WRITING ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 104 ENGLISH COMPOSITION II: WRITING ABOUT LITERATURE (3),WRIT 1000 WRITING ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 115 LIBRARY SKILLS FOR RESEARCH (1),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 117 MASTERING ESSENTIALS OF GRAMMAR AND PUNCTUATION (1),WRIT 1000 WRITING ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 120 COMMUNICATION (3),COMM 1000 COMMUNICATION ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 125 PUBLIC SPEAKING (3),WRIT 2340 SPEECH COMMUNICATION (4)
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 130 JOURNALISM (3),WRIT 1000 WRITING ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 136 MEDIA AND CULTURE (3),COMM 1000 COMMUNICATION ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 151 CREATIVE WRITING: SHORT FICTION (3),WRIT 2330 CREATIVE WRITING: SHORT STORY (4)
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 210 THE SHORT STORY (3),LITR 2000 LITERATURE ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 212 POETRY (3),WRIT 1000 WRITING ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 220 LITERATURE INTO FILM (3),LITR 2000 LITERATURE ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ENGL 224 GRAPHIC LITERATURE (3),LITR 2000 LITERATURE ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ENGR 110 ENGINEERING TOOLS (3),"ENGR 1000 ENGINEERING ELECTIVE ()
ENGR 1400 ENGINEERING COMMUNICATIONS (1)"
HUDSON VALLEY COMMUNITY COLLEGE,ENGR 120 INTRODUCTION TO ENGINEERING DESIGN (3),ENGR 2050 INTRODUCTION TO ENGINEERING DESIGN (4)
HUDSON VALLEY COMMUNITY COLLEGE,ENGR 211 ENGINEERING STATICS (4),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
HUDSON VALLEY COMMUNITY COLLEGE,ENGR 215 ENGINEERING MATERIALS (4),ENGR 1600 MATERIALS SCIENCE (4)
HUDSON VALLEY COMMUNITY COLLEGE,ENGR 218 STRENGTH OF MATERIALS (4),ENGR 2530 STRENGTH OF MATERIALS (4)
HUDSON VALLEY COMMUNITY COLLEGE,ENGR 220 ENGINEERING DYNAMICS (4),ENGR 2090 ENGINEERING DYNAMICS (4)
HUDSON VALLEY COMMUNITY COLLEGE,ENGR 222 THERMODYNAMICS (4),MANE 2710 THERMODYNAMICS (3)
HUDSON VALLEY COMMUNITY COLLEGE,ENGR 223 THERMAL FLUID SCIENCE (4),ENGR 2250 THERMAL AND FLUIDS ENGINEERING I (4)
HUDSON VALLEY COMMUNITY COLLEGE,ENGR 225 ELECTRIC CIRCUITS (4),ECSE 2010 ELECTRIC CIRCUITS (4)
HUDSON VALLEY COMMUNITY COLLEGE,ENTR 290 ENTREPRENEURIAL STRATEGY (4),MGMT 2000 MANAGEMENT ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,FORM 102 COLLEGE FORUM (1),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,FREN 100 FRENCH LANGUAGE AND CULTURE I (3),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,FREN 200 FRENCH LANGUAGE AND CULTURE III (3),LANG 2000 FOREIGN LANGUAGES ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,FREN 201 FRENCH LANGUAGE AND CULTURE IV (3),LANG 2000 FOREIGN LANGUAGES ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,HIST 100 WESTERN CIVILIZATION AND THE WORLD I (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,HIST 101 WESTERN CIVILIZATION AND THE WORLD II (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,HIST 110 INTERPRETATIONS OF AMERICAN HISTORY I (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,HIST 111 INTERPRETATIONS OF AMERICAN HISTORY II (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,HIST 130 MEDIEVAL HISTORY (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,HIST 135 HISTORY OF THE TWENTIETH CENTURY (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,HIST 137 HISTORY OF WORLD WAR II (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,HLTH 130 CREATING HEALTHY RELATIONSHIPS (1),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,HLTH 131 STRESS AND HEALTH (1),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,HLTH 135 SELF-IMPROVEMENT (1),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,HUSV 210 HUMAN SEXUALITY (3),PSYC 2000 PSYCHOLOGY ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ITAL 100 ITALIAN LANGUAGE AND CULTURE I (3),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,ITAL 101 ITALIAN LANGUAGE AND CULTURE II (3),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
HUDSON VALLEY COMMUNITY COLLEGE,MATH 120 REAL WORLD MATHEMATICS (3),NT NOT TRANSFERABLE
HUDSON VALLEY COMMUNITY COLLEGE,MATH 135 ELEMENTARY STATISTICS (4),MGMT 2100 STATISTICAL METHODS (4)
HUDSON VALLEY COMMUNITY COLLEGE,MATH 150 COLLEGE ALGEBRA WITH TRIGONOMETRY (4),NT NOT TRANSFERABLE
